hash_id,age,gender,member_class,contact_member_class,mobile_owned_class,newsletter_received,integrated_datetime
cust_00002441,43,M,Basic,OK,Y,N,2023-09-06 14:48:42.493602
cust_00002442,43,F,Bronze,OK,Y,Y,2024-11-04 14:48:42.493602
cust_00002443,51,F,Basic,NG,Y,N,2023-02-17 14:48:42.493602
cust_00002444,55,M,Silver,OK,Y,N,2023-06-04 14:48:42.493602
cust_00002445,39,F,Gold,OK,N,N,2023-08-31 14:48:42.493602
cust_00002446,34,M,Premium,OK,Y,Y,2024-07-29 14:48:42.493602
cust_00002447,32,M,Bronze,OK,Y,N,2023-01-07 14:48:42.493602
cust_00002448,30,F,Basic,OK,Y,Y,2024-05-08 14:48:42.493602
cust_00002449,22,M,Bronze,OK,N,Y,2022-10-16 14:48:42.493602
cust_00002450,36,F,Silver,OK,Y,Y,2023-07-01 14:48:42.493602
cust_00002451,33,M,Basic,NG,Y,Y,2025-02-24 14:48:42.493602
cust_00002452,67,F,Bronze,OK,Y,Y,2025-04-16 14:48:42.493602
cust_00002453,43,F,Premium,OK,Y,N,2024-06-02 14:48:42.493602
cust_00002454,36,M,Basic,OK,N,N,2023-05-17 14:48:42.493602
cust_00002455,44,M,Silver,OK,Y,Y,2025-04-16 14:48:42.493602
cust_00002456,27,M,Gold,OK,Y,N,2023-08-03 14:48:42.493602
cust_00002457,39,M,Silver,NG,Y,Y,2025-01-08 14:48:42.493602
cust_00002458,46,F,Bronze,OK,N,Y,2023-12-28 14:48:42.493602
cust_00002459,41,F,Silver,OK,Y,Y,2024-05-05 14:48:42.493602
cust_00002460,38,F,Silver,OK,N,N,2025-01-08 14:48:42.493602
cust_00002461,75,F,Gold,OK,Y,Y,2025-06-13 14:48:42.493602
cust_00002462,58,F,Bronze,OK,Y,Y,2023-02-18 14:48:42.493602
cust_00002463,46,M,Basic,OK,Y,Y,2023-09-08 14:48:42.493602
cust_00002464,44,F,Bronze,OK,Y,N,2023-12-07 14:48:42.493602
cust_00002465,46,F,Silver,OK,N,N,2023-10-21 14:48:42.493602
cust_00002466,30,F,Silver,OK,Y,Y,2022-09-27 14:48:42.493602
cust_00002467,38,M,Silver,OK,Y,Y,2024-03-08 14:48:42.493602
cust_00002468,21,M,Gold,OK,N,N,2023-04-29 14:48:42.493602
cust_00002469,40,M,Bronze,NG,Y,N,2025-02-08 14:48:42.493602
cust_00002470,43,F,Bronze,OK,Y,Y,2022-10-03 14:48:42.493602
cust_00002471,31,M,Bronze,NG,Y,N,2024-11-24 14:48:42.493602
cust_00002472,67,F,Bronze,OK,Y,N,2024-08-25 14:48:42.493602
cust_00002473,60,M,Silver,OK,N,Y,2023-12-23 14:48:42.493602
cust_00002474,50,F,Silver,OK,Y,Y,2023-05-04 14:48:42.493602
cust_00002475,42,F,Bronze,OK,Y,Y,2023-08-23 14:48:42.493602
cust_00002476,57,F,Silver,OK,Y,N,2023-03-07 14:48:42.493602
cust_00002477,27,M,Silver,OK,Y,Y,2024-02-01 14:48:42.493602
cust_00002478,53,F,Silver,NG,Y,Y,2023-02-16 14:48:42.493602
cust_00002479,26,M,Silver,OK,Y,N,2022-10-27 14:48:42.493602
cust_00002480,53,F,Gold,OK,Y,N,2025-06-07 14:48:42.493602
cust_00002481,33,F,Basic,OK,Y,Y,2023-07-26 14:48:42.493602
cust_00002482,58,F,Basic,NG,Y,Y,2024-06-24 14:48:42.493602
cust_00002483,64,F,Silver,NG,Y,Y,2023-05-19 14:48:42.493602
cust_00002484,28,F,Gold,OK,Y,N,2025-03-26 14:48:42.493602
cust_00002485,40,F,Bronze,NG,Y,N,2025-03-14 14:48:42.493602
cust_00002486,70,M,Silver,OK,Y,Y,2025-01-24 14:48:42.493602
cust_00002487,41,F,Silver,OK,N,Y,2023-07-22 14:48:42.493602
cust_00002488,57,M,Gold,OK,Y,N,2024-05-30 14:48:42.493602
cust_00002489,44,M,Silver,NG,Y,Y,2024-03-28 14:48:42.493602
cust_00002490,37,M,Bronze,NG,N,N,2024-10-26 14:48:42.493602
cust_00002491,33,F,Basic,NG,Y,Y,2025-03-07 14:48:42.493602
cust_00002492,30,F,Silver,OK,Y,N,2025-05-20 14:48:42.493602
cust_00002493,51,F,Silver,NG,N,Y,2023-04-04 14:48:42.493602
cust_00002494,37,M,Gold,OK,Y,Y,2025-08-19 14:48:42.493602
cust_00002495,42,M,Gold,OK,Y,Y,2024-06-28 14:48:42.493602
cust_00002496,41,F,Basic,OK,Y,N,2023-05-31 14:48:42.493602
cust_00002497,44,F,Bronze,OK,N,Y,2023-04-16 14:48:42.493602
cust_00002498,57,M,Bronze,OK,N,Y,2024-02-03 14:48:42.493602
cust_00002499,70,F,Bronze,OK,N,N,2022-10-10 14:48:42.493602
cust_00002500,38,M,Basic,NG,Y,N,2024-12-18 14:48:42.493602
cust_00002501,55,M,Basic,OK,Y,N,2024-08-08 14:48:42.493602
cust_00002502,51,M,Premium,OK,Y,Y,2022-10-11 14:48:42.493602
cust_00002503,44,F,Gold,NG,Y,N,2023-12-13 14:48:42.493602
cust_00002504,65,F,Bronze,OK,N,Y,2024-09-29 14:48:42.493602
cust_00002505,30,M,Silver,OK,Y,Y,2023-07-12 14:48:42.493602
cust_00002506,26,M,Basic,OK,Y,Y,2022-11-25 14:48:42.493602
cust_00002507,56,F,Bronze,OK,Y,Y,2024-02-02 14:48:42.493602
cust_00002508,39,F,Basic,OK,Y,Y,2022-12-06 14:48:42.493602
cust_00002509,56,M,Silver,OK,Y,Y,2025-03-10 14:48:42.493602
cust_00002510,59,M,Basic,NG,Y,N,2024-06-17 14:48:42.493602
cust_00002511,23,M,Silver,OK,Y,Y,2022-10-18 14:48:42.493602
cust_00002512,58,M,Basic,OK,Y,Y,2024-08-01 14:48:42.493602
cust_00002513,39,F,Gold,OK,N,Y,2022-12-13 14:48:42.493602
cust_00002514,42,F,Bronze,OK,Y,N,2024-01-20 14:48:42.493602
cust_00002515,46,M,Bronze,OK,Y,Y,2022-09-27 14:48:42.493602
cust_00002516,62,M,Silver,NG,N,Y,2025-05-17 14:48:42.493602
cust_00002517,19,F,Bronze,NG,Y,Y,2023-09-24 14:48:42.493602
cust_00002518,40,F,Basic,OK,Y,N,2024-01-05 14:48:42.493602
cust_00002519,48,M,Silver,NG,Y,Y,2024-08-10 14:48:42.493602
cust_00002520,50,F,Bronze,OK,Y,Y,2023-09-26 14:48:42.493602
cust_00002521,48,F,Gold,OK,Y,Y,2023-06-26 14:48:42.493602
cust_00002522,27,F,Basic,OK,Y,N,2023-08-27 14:48:42.493602
cust_00002523,34,M,Bronze,OK,Y,Y,2024-12-14 14:48:42.493602
cust_00002524,36,M,Silver,NG,Y,N,2024-05-27 14:48:42.493602
cust_00002525,53,F,Premium,OK,Y,Y,2024-11-22 14:48:42.493602
cust_00002526,33,M,Bronze,OK,Y,N,2024-05-16 14:48:42.493602
cust_00002527,30,M,Premium,NG,Y,Y,2022-11-27 14:48:42.493602
cust_00002528,66,M,Premium,NG,Y,N,2023-04-24 14:48:42.493602
cust_00002529,18,M,Bronze,NG,Y,Y,2023-11-11 14:48:42.493602
cust_00002530,77,F,Gold,OK,Y,Y,2024-03-26 14:48:42.493602
cust_00002531,48,F,Gold,OK,Y,Y,2024-04-14 14:48:42.493602
cust_00002532,55,F,Bronze,OK,Y,N,2024-03-14 14:48:42.493602
cust_00002533,34,F,Gold,OK,N,N,2025-08-27 14:48:42.493602
cust_00002534,19,F,Silver,NG,Y,Y,2023-01-16 14:48:42.493602
cust_00002535,50,M,Gold,NG,Y,N,2023-02-19 14:48:42.493602
cust_00002536,55,M,Bronze,NG,Y,Y,2025-09-06 14:48:42.493602
cust_00002537,50,M,Bronze,OK,Y,N,2025-06-01 14:48:42.493602
cust_00002538,27,F,Bronze,NG,Y,Y,2025-06-21 14:48:42.493602
cust_00002539,51,F,Silver,NG,N,Y,2023-11-29 14:48:42.493602
cust_00002540,52,F,Gold,OK,Y,Y,2023-08-07 14:48:42.493602
cust_00002541,47,F,Gold,OK,N,N,2023-05-21 14:48:42.493602
cust_00002542,52,F,Silver,NG,Y,N,2023-12-30 14:48:42.493602
cust_00002543,56,M,Basic,OK,Y,Y,2023-04-12 14:48:42.493602
cust_00002544,45,M,Silver,NG,N,Y,2024-03-23 14:48:42.493602
cust_00002545,24,F,Silver,OK,Y,Y,2024-10-18 14:48:42.493602
cust_00002546,41,F,Gold,NG,N,Y,2025-01-26 14:48:42.493602
cust_00002547,24,M,Bronze,NG,N,Y,2024-11-15 14:48:42.493602
cust_00002548,38,F,Bronze,OK,Y,Y,2024-03-15 14:48:42.493602
cust_00002549,38,M,Bronze,NG,Y,Y,2024-01-21 14:48:42.493602
cust_00002550,23,M,Basic,OK,Y,N,2024-04-15 14:48:42.493602
cust_00002551,36,M,Bronze,OK,Y,N,2025-01-08 14:48:42.493602
cust_00002552,26,F,Gold,OK,Y,Y,2024-07-13 14:48:42.493602
cust_00002553,54,M,Silver,OK,Y,N,2023-10-31 14:48:42.493602
cust_00002554,64,F,Bronze,NG,Y,Y,2024-07-09 14:48:42.493602
cust_00002555,23,M,Bronze,NG,Y,N,2025-04-27 14:48:42.493602
cust_00002556,65,F,Bronze,OK,Y,Y,2022-10-06 14:48:42.493602
cust_00002557,42,F,Bronze,OK,Y,N,2025-05-23 14:48:42.493602
cust_00002558,34,F,Bronze,OK,Y,Y,2025-08-20 14:48:42.493602
cust_00002559,24,M,Basic,OK,Y,Y,2023-07-25 14:48:42.493602
cust_00002560,41,M,Bronze,NG,Y,N,2024-08-26 14:48:42.493602
cust_00002561,53,M,Bronze,OK,Y,Y,2023-10-23 14:48:42.493602
cust_00002562,49,M,Silver,OK,Y,Y,2024-07-30 14:48:42.493602
cust_00002563,22,F,Bronze,OK,N,N,2025-05-18 14:48:42.493602
cust_00002564,23,M,Basic,OK,Y,N,2025-02-02 14:48:42.493602
cust_00002565,38,F,Silver,NG,Y,Y,2023-04-20 14:48:42.493602
cust_00002566,34,M,Bronze,OK,Y,Y,2023-10-25 14:48:42.493602
cust_00002567,31,M,Bronze,OK,Y,Y,2023-06-06 14:48:42.493602
cust_00002568,33,F,Gold,NG,Y,N,2023-01-14 14:48:42.493602
cust_00002569,53,M,Bronze,NG,Y,Y,2023-08-21 14:48:42.493602
cust_00002570,62,F,Gold,NG,Y,N,2023-09-05 14:48:42.493602
cust_00002571,38,F,Basic,NG,Y,Y,2023-05-12 14:48:42.493602
cust_00002572,60,M,Basic,NG,N,Y,2023-12-14 14:48:42.493602
cust_00002573,35,F,Gold,OK,Y,Y,2024-12-27 14:48:42.493602
cust_00002574,40,M,Gold,OK,Y,Y,2024-05-21 14:48:42.493602
cust_00002575,31,F,Bronze,OK,Y,N,2022-12-28 14:48:42.493602
cust_00002576,46,F,Silver,NG,Y,Y,2024-04-11 14:48:42.493602
cust_00002577,70,M,Premium,OK,Y,N,2023-12-27 14:48:42.493602
cust_00002578,45,M,Bronze,OK,Y,Y,2024-02-03 14:48:42.493602
cust_00002579,36,M,Silver,OK,Y,Y,2024-06-13 14:48:42.493602
cust_00002580,47,M,Gold,NG,Y,Y,2025-08-18 14:48:42.493602
cust_00002581,26,M,Basic,OK,Y,N,2025-08-31 14:48:42.493602
cust_00002582,59,F,Basic,OK,Y,N,2023-01-26 14:48:42.493602
cust_00002583,41,F,Bronze,OK,Y,Y,2024-01-11 14:48:42.493602
cust_00002584,39,F,Basic,NG,Y,N,2024-09-13 14:48:42.493602
cust_00002585,44,M,Silver,OK,Y,Y,2023-12-01 14:48:42.493602
cust_00002586,46,M,Silver,OK,Y,N,2022-12-15 14:48:42.493602
cust_00002587,23,F,Silver,OK,Y,N,2024-11-15 14:48:42.493602
cust_00002588,48,M,Bronze,OK,Y,N,2022-10-18 14:48:42.493602
cust_00002589,32,M,Basic,OK,Y,N,2025-01-28 14:48:42.493602
cust_00002590,49,F,Bronze,OK,N,N,2022-12-02 14:48:42.493602
cust_00002591,54,F,Basic,OK,Y,N,2024-05-01 14:48:42.493602
cust_00002592,53,M,Bronze,NG,N,Y,2025-07-17 14:48:42.493602
cust_00002593,43,M,Silver,OK,Y,Y,2023-02-20 14:48:42.493602
cust_00002594,42,M,Silver,OK,Y,N,2024-04-26 14:48:42.493602
cust_00002595,27,F,Gold,NG,Y,N,2022-11-17 14:48:42.493602
cust_00002596,52,M,Premium,NG,Y,Y,2023-11-21 14:48:42.493602
cust_00002597,33,F,Bronze,OK,N,Y,2023-02-10 14:48:42.493602
cust_00002598,41,F,Silver,OK,Y,N,2024-04-11 14:48:42.493602
cust_00002599,33,M,Bronze,NG,Y,N,2025-07-26 14:48:42.493602
cust_00002600,27,F,Bronze,NG,Y,Y,2025-07-19 14:48:42.493602
cust_00002601,46,M,Silver,OK,Y,Y,2025-09-02 14:48:42.493602
cust_00002602,22,F,Bronze,OK,N,Y,2023-02-05 14:48:42.493602
cust_00002603,51,M,Bronze,OK,Y,Y,2023-03-14 14:48:42.493602
cust_00002604,35,M,Silver,OK,Y,N,2025-01-28 14:48:42.493602
cust_00002605,18,F,Basic,OK,Y,N,2023-04-28 14:48:42.493602
cust_00002606,42,M,Bronze,OK,N,Y,2023-06-03 14:48:42.493602
cust_00002607,22,F,Bronze,OK,Y,Y,2024-12-11 14:48:42.493602
cust_00002608,33,M,Basic,OK,N,N,2023-06-18 14:48:42.493602
cust_00002609,49,F,Basic,OK,Y,Y,2023-05-03 14:48:42.493602
cust_00002610,23,F,Basic,OK,Y,Y,2025-02-20 14:48:42.493602
cust_00002611,55,F,Silver,OK,Y,N,2024-05-17 14:48:42.493602
cust_00002612,18,F,Premium,OK,Y,N,2024-08-22 14:48:42.493602
cust_00002613,32,M,Silver,NG,Y,Y,2025-03-29 14:48:42.493602
cust_00002614,50,F,Silver,OK,Y,N,2022-12-03 14:48:42.493602
cust_00002615,35,F,Basic,NG,Y,Y,2025-03-07 14:48:42.493602
cust_00002616,25,F,Bronze,OK,Y,Y,2025-04-25 14:48:42.493602
cust_00002617,36,F,Gold,OK,N,Y,2024-03-17 14:48:42.493602
cust_00002618,33,M,Gold,OK,Y,Y,2024-06-13 14:48:42.493602
cust_00002619,56,M,Gold,NG,Y,Y,2024-11-24 14:48:42.493602
cust_00002620,35,F,Bronze,OK,Y,Y,2025-02-15 14:48:42.493602
cust_00002621,53,M,Bronze,OK,Y,N,2024-10-17 14:48:42.493602
cust_00002622,59,M,Basic,OK,N,N,2024-05-31 14:48:42.493602
cust_00002623,39,F,Basic,NG,Y,Y,2023-04-07 14:48:42.493602
cust_00002624,60,M,Silver,NG,Y,Y,2024-01-27 14:48:42.493602
cust_00002625,37,F,Silver,OK,Y,Y,2022-12-12 14:48:42.493602
cust_00002626,67,M,Silver,OK,Y,Y,2023-09-30 14:48:42.493602
cust_00002627,24,M,Silver,OK,Y,Y,2024-02-04 14:48:42.493602
cust_00002628,48,F,Basic,OK,Y,N,2023-09-13 14:48:42.493602
cust_00002629,41,M,Bronze,OK,Y,Y,2024-04-23 14:48:42.493602
cust_00002630,37,M,Bronze,NG,Y,Y,2023-07-18 14:48:42.493602
cust_00002631,46,F,Bronze,NG,N,Y,2024-06-28 14:48:42.493602
cust_00002632,49,M,Premium,OK,Y,Y,2023-01-19 14:48:42.493602
cust_00002633,18,F,Gold,OK,N,N,2023-03-26 14:48:42.493602
cust_00002634,29,M,Bronze,OK,N,Y,2024-04-27 14:48:42.493602
cust_00002635,49,M,Bronze,OK,Y,Y,2023-07-26 14:48:42.493602
cust_00002636,47,F,Silver,OK,Y,N,2023-05-13 14:48:42.493602
cust_00002637,67,F,Bronze,OK,Y,Y,2025-07-22 14:48:42.493602
cust_00002638,51,M,Basic,OK,Y,Y,2023-03-15 14:48:42.493602
cust_00002639,65,F,Silver,OK,Y,N,2024-11-02 14:48:42.493602
cust_00002640,49,F,Bronze,NG,Y,N,2024-06-25 14:48:42.493602
cust_00002641,34,F,Silver,OK,Y,Y,2025-03-20 14:48:42.493602
cust_00002642,25,F,Bronze,OK,Y,Y,2025-07-13 14:48:42.493602
cust_00002643,52,F,Bronze,OK,Y,N,2024-10-21 14:48:42.493602
cust_00002644,46,F,Basic,OK,Y,Y,2023-03-22 14:48:42.493602
cust_00002645,22,F,Silver,NG,Y,Y,2025-04-20 14:48:42.493602
cust_00002646,36,M,Silver,NG,Y,Y,2023-09-06 14:48:42.493602
cust_00002647,66,F,Gold,OK,N,Y,2024-06-21 14:48:42.493602
cust_00002648,41,F,Silver,NG,Y,Y,2023-05-04 14:48:42.493602
cust_00002649,39,F,Bronze,OK,Y,Y,2023-07-04 14:48:42.493602
cust_00002650,40,M,Basic,NG,Y,N,2023-04-02 14:48:42.493602
cust_00002651,30,F,Silver,OK,Y,Y,2024-07-23 14:48:42.493602
cust_00002652,37,F,Gold,OK,Y,Y,2024-08-13 14:48:42.493602
cust_00002653,37,F,Silver,OK,Y,Y,2024-03-12 14:48:42.493602
cust_00002654,22,M,Bronze,NG,N,N,2024-05-25 14:48:42.493602
cust_00002655,52,M,Silver,OK,Y,Y,2025-03-10 14:48:42.493602
cust_00002656,38,M,Silver,NG,Y,Y,2022-11-11 14:48:42.493602
cust_00002657,54,M,Bronze,OK,Y,Y,2023-01-27 14:48:42.493602
cust_00002658,56,M,Premium,NG,Y,Y,2025-08-26 14:48:42.493602
cust_00002659,31,F,Bronze,OK,Y,N,2023-05-13 14:48:42.493602
cust_00002660,47,M,Bronze,NG,Y,Y,2023-12-13 14:48:42.493602
cust_00002661,40,F,Silver,OK,N,Y,2024-04-27 14:48:42.493602
cust_00002662,58,M,Bronze,OK,Y,N,2024-02-06 14:48:42.493602
cust_00002663,31,M,Bronze,NG,Y,Y,2024-05-20 14:48:42.493602
cust_00002664,48,F,Bronze,NG,Y,Y,2025-03-31 14:48:42.493602
cust_00002665,45,F,Silver,OK,Y,Y,2023-07-03 14:48:42.493602
cust_00002666,34,F,Silver,OK,Y,N,2025-04-14 14:48:42.493602
cust_00002667,27,M,Basic,OK,Y,Y,2024-03-18 14:48:42.493602
cust_00002668,47,M,Bronze,OK,N,Y,2023-09-12 14:48:42.493602
cust_00002669,50,M,Silver,OK,Y,Y,2025-08-17 14:48:42.493602
cust_00002670,35,F,Gold,OK,Y,Y,2023-02-06 14:48:42.493602
cust_00002671,46,M,Gold,OK,N,N,2024-05-25 14:48:42.493602
cust_00002672,38,M,Gold,NG,Y,N,2023-12-22 14:48:42.493602
cust_00002673,49,M,Bronze,NG,Y,N,2022-12-29 14:48:42.493602
cust_00002674,30,M,Gold,OK,Y,N,2022-10-27 14:48:42.493602
cust_00002675,59,F,Silver,OK,Y,N,2024-06-12 14:48:42.493602
cust_00002676,34,M,Bronze,OK,Y,Y,2024-07-22 14:48:42.493602
cust_00002677,37,M,Silver,OK,Y,Y,2024-11-16 14:48:42.493602
cust_00002678,22,M,Bronze,OK,Y,Y,2024-08-02 14:48:42.493602
cust_00002679,26,F,Bronze,OK,Y,Y,2022-11-15 14:48:42.493602
cust_00002680,42,F,Silver,OK,Y,Y,2025-07-17 14:48:42.493602
cust_00002681,33,M,Bronze,OK,N,Y,2025-02-28 14:48:42.493602
cust_00002682,55,M,Bronze,NG,Y,Y,2025-06-24 14:48:42.493602
cust_00002683,19,M,Silver,NG,Y,Y,2024-10-28 14:48:42.493602
cust_00002684,37,F,Silver,OK,Y,N,2025-03-27 14:48:42.493602
cust_00002685,35,F,Bronze,OK,Y,Y,2024-07-16 14:48:42.493602
cust_00002686,19,M,Basic,NG,N,Y,2024-12-29 14:48:42.493602
cust_00002687,26,M,Bronze,OK,Y,N,2023-03-10 14:48:42.493602
cust_00002688,38,F,Gold,NG,Y,Y,2023-05-28 14:48:42.493602
cust_00002689,41,F,Bronze,NG,Y,Y,2024-07-14 14:48:42.493602
cust_00002690,38,M,Silver,NG,Y,Y,2023-04-19 14:48:42.493602
cust_00002691,42,F,Bronze,OK,Y,N,2025-03-21 14:48:42.493602
cust_00002692,45,M,Bronze,OK,N,N,2024-09-30 14:48:42.493602
cust_00002693,19,F,Bronze,NG,Y,Y,2023-02-09 14:48:42.493602
cust_00002694,40,M,Basic,OK,N,Y,2024-06-14 14:48:42.493602
cust_00002695,67,M,Bronze,OK,Y,Y,2024-12-04 14:48:42.493602
cust_00002696,42,M,Bronze,OK,N,Y,2023-03-20 14:48:42.493602
cust_00002697,48,F,Gold,OK,Y,N,2025-03-29 14:48:42.493602
cust_00002698,34,M,Basic,NG,N,N,2024-06-19 14:48:42.493602
cust_00002699,52,F,Basic,OK,Y,Y,2024-10-14 14:48:42.493602
cust_00002700,52,F,Gold,NG,N,N,2025-06-04 14:48:42.493602
cust_00002701,42,M,Bronze,NG,Y,Y,2025-07-28 14:48:42.493602
cust_00002702,69,M,Silver,OK,Y,N,2025-07-27 14:48:42.493602
cust_00002703,26,M,Bronze,OK,Y,N,2023-10-11 14:48:42.493602
cust_00002704,19,F,Bronze,NG,N,Y,2025-03-02 14:48:42.493602
cust_00002705,52,F,Gold,OK,Y,N,2025-06-04 14:48:42.493602
cust_00002706,54,F,Basic,NG,Y,Y,2024-10-29 14:48:42.493602
cust_00002707,26,M,Gold,NG,Y,Y,2024-11-21 14:48:42.493602
cust_00002708,33,M,Bronze,OK,Y,N,2022-11-06 14:48:42.493602
cust_00002709,19,M,Bronze,NG,Y,Y,2024-02-07 14:48:42.493602
cust_00002710,34,M,Silver,OK,Y,Y,2024-12-29 14:48:42.493602
cust_00002711,52,F,Gold,OK,Y,N,2024-02-28 14:48:42.493602
cust_00002712,42,F,Gold,NG,Y,N,2025-05-27 14:48:42.493602
cust_00002713,36,F,Bronze,NG,N,Y,2024-03-31 14:48:42.493602
cust_00002714,37,F,Bronze,OK,N,Y,2022-11-07 14:48:42.493602
cust_00002715,18,F,Gold,OK,Y,Y,2024-03-02 14:48:42.493602
cust_00002716,34,M,Gold,OK,Y,Y,2023-01-06 14:48:42.493602
cust_00002717,46,F,Gold,OK,Y,N,2025-07-14 14:48:42.493602
cust_00002718,69,M,Bronze,OK,Y,Y,2024-05-29 14:48:42.493602
cust_00002719,56,F,Bronze,OK,Y,Y,2025-05-14 14:48:42.493602
cust_00002720,20,M,Gold,OK,Y,Y,2025-01-28 14:48:42.493602
cust_00002721,59,M,Bronze,NG,Y,Y,2023-04-10 14:48:42.493602
cust_00002722,52,M,Gold,OK,Y,N,2023-06-02 14:48:42.493602
cust_00002723,52,F,Basic,OK,Y,Y,2023-03-23 14:48:42.493602
cust_00002724,40,M,Basic,NG,Y,Y,2025-05-29 14:48:42.493602
cust_00002725,38,M,Bronze,NG,Y,N,2024-01-24 14:48:42.493602
cust_00002726,34,F,Basic,NG,Y,Y,2024-02-08 14:48:42.493602
cust_00002727,23,F,Basic,OK,Y,Y,2023-11-08 14:48:42.493602
cust_00002728,31,F,Basic,OK,Y,Y,2023-10-30 14:48:42.493602
cust_00002729,32,M,Bronze,OK,Y,Y,2023-05-15 14:48:42.493602
cust_00002730,41,M,Silver,OK,Y,Y,2025-01-27 14:48:42.493602
cust_00002731,51,M,Silver,OK,Y,Y,2025-05-14 14:48:42.493602
cust_00002732,40,F,Silver,OK,Y,Y,2024-06-15 14:48:42.493602
cust_00002733,22,F,Bronze,OK,Y,N,2023-04-17 14:48:42.493602
cust_00002734,66,M,Gold,OK,Y,Y,2023-02-08 14:48:42.493602
cust_00002735,64,F,Silver,OK,Y,N,2024-05-01 14:48:42.493602
cust_00002736,52,M,Bronze,OK,Y,N,2024-04-30 14:48:42.493602
cust_00002737,74,M,Silver,OK,Y,Y,2025-03-26 14:48:42.493602
cust_00002738,43,F,Bronze,OK,Y,Y,2025-05-15 14:48:42.493602
cust_00002739,66,M,Basic,OK,Y,Y,2024-04-13 14:48:42.493602
cust_00002740,24,F,Bronze,OK,N,Y,2023-01-24 14:48:42.493602
cust_00002741,36,M,Bronze,OK,Y,N,2023-02-02 14:48:42.493602
cust_00002742,31,F,Bronze,OK,Y,Y,2025-06-13 14:48:42.493602
cust_00002743,30,M,Bronze,OK,Y,N,2024-07-02 14:48:42.493602
cust_00002744,27,F,Gold,NG,Y,N,2024-08-27 14:48:42.493602
cust_00002745,46,F,Basic,OK,Y,Y,2024-04-11 14:48:42.493602
cust_00002746,52,M,Silver,OK,Y,Y,2023-08-26 14:48:42.493602
cust_00002747,44,F,Gold,NG,N,Y,2025-01-07 14:48:42.493602
cust_00002748,28,M,Bronze,OK,Y,N,2023-08-09 14:48:42.493602
cust_00002749,54,F,Gold,OK,Y,N,2022-12-25 14:48:42.493602
cust_00002750,46,M,Silver,OK,Y,Y,2023-04-05 14:48:42.493602
cust_00002751,37,F,Premium,NG,Y,Y,2023-04-01 14:48:42.493602
cust_00002752,48,M,Gold,OK,N,Y,2024-07-08 14:48:42.493602
cust_00002753,32,F,Gold,OK,Y,N,2024-02-25 14:48:42.493602
cust_00002754,36,F,Gold,OK,Y,N,2024-10-13 14:48:42.493602
cust_00002755,61,F,Bronze,OK,N,Y,2025-06-05 14:48:42.493602
cust_00002756,34,M,Basic,OK,Y,Y,2025-06-23 14:48:42.493602
cust_00002757,40,F,Silver,NG,Y,Y,2022-10-04 14:48:42.493602
cust_00002758,59,M,Basic,OK,N,Y,2023-06-02 14:48:42.493602
cust_00002759,49,M,Silver,OK,Y,N,2022-12-11 14:48:42.493602
cust_00002760,23,F,Silver,OK,Y,Y,2023-09-29 14:48:42.493602
cust_00002761,28,M,Gold,OK,Y,N,2023-10-20 14:48:42.493602
cust_00002762,18,F,Bronze,NG,N,Y,2023-11-13 14:48:42.493602
cust_00002763,46,F,Silver,OK,N,Y,2025-09-08 14:48:42.493602
cust_00002764,39,M,Bronze,OK,Y,Y,2023-01-27 14:48:42.493602
cust_00002765,27,M,Bronze,OK,N,N,2024-12-16 14:48:42.493602
cust_00002766,66,M,Bronze,OK,Y,N,2024-11-03 14:48:42.493602
cust_00002767,42,F,Bronze,OK,Y,Y,2025-03-01 14:48:42.493602
cust_00002768,32,F,Basic,NG,Y,Y,2023-06-30 14:48:42.493602
cust_00002769,41,F,Silver,OK,Y,Y,2023-04-16 14:48:42.493602
cust_00002770,48,M,Silver,NG,Y,Y,2023-10-29 14:48:42.493602
cust_00002771,24,F,Bronze,NG,Y,N,2023-04-27 14:48:42.493602
cust_00002772,33,M,Bronze,NG,Y,Y,2023-08-13 14:48:42.493602
cust_00002773,54,F,Gold,OK,N,Y,2024-10-16 14:48:42.493602
cust_00002774,40,F,Silver,OK,Y,N,2025-06-29 14:48:42.493602
cust_00002775,43,F,Bronze,NG,N,Y,2023-01-29 14:48:42.493602
cust_00002776,39,F,Silver,NG,N,Y,2022-09-24 14:48:42.493602
cust_00002777,21,F,Gold,NG,Y,Y,2024-03-29 14:48:42.493602
cust_00002778,28,M,Basic,OK,Y,N,2023-06-14 14:48:42.493602
cust_00002779,39,M,Bronze,OK,Y,Y,2025-04-01 14:48:42.493602
cust_00002780,30,F,Bronze,NG,Y,Y,2022-10-15 14:48:42.493602
cust_00002781,22,F,Bronze,OK,Y,N,2024-03-08 14:48:42.493602
cust_00002782,56,F,Basic,OK,Y,Y,2022-09-24 14:48:42.493602
cust_00002783,70,M,Gold,OK,Y,N,2025-02-17 14:48:42.493602
cust_00002784,53,F,Silver,OK,Y,N,2023-11-22 14:48:42.493602
cust_00002785,56,M,Bronze,OK,Y,N,2022-09-25 14:48:42.493602
cust_00002786,32,F,Bronze,OK,Y,N,2024-12-07 14:48:42.493602
cust_00002787,66,F,Premium,OK,Y,Y,2024-11-13 14:48:42.493602
cust_00002788,30,M,Basic,OK,N,Y,2024-02-06 14:48:42.493602
cust_00002789,65,F,Bronze,OK,Y,N,2023-05-11 14:48:42.493602
cust_00002790,75,M,Silver,OK,N,Y,2025-02-10 14:48:42.493602
