hash_id,Recency,Frequency,Monetary,AOV,AOV_Std,Avg_Discount,Avg_Items
cust_00002406,113,8,20032.65,2504.08,4685.26,264.76,2.12
cust_00002407,6,21,38884.36,1851.64,1526.79,210.02,2.1
cust_00002408,42,5,5981.04,1196.21,1855.08,112.6,2.4
cust_00002409,98,3,428.46,142.82,109.19,21.39,1.33
cust_00002410,177,2,21202.22,10601.11,14529.01,1915.23,1.5
cust_00002411,158,3,2431.33,810.44,554.97,104.05,2.0
cust_00002412,68,3,436.76,145.59,193.11,15.54,1.33
cust_00002413,125,4,1446.63,361.66,284.17,39.59,2.0
cust_00002414,141,1,62.62,62.62,0.0,10.87,1.0
cust_00002415,13,9,9654.26,1072.7,609.91,75.09,1.89
cust_00002416,6,14,14267.31,1019.09,1371.17,104.27,2.0
cust_00002417,50,12,14683.95,1223.66,1000.08,119.01,2.5
cust_00002418,77,4,1397.97,349.49,298.25,22.75,2.0
cust_00002419,290,2,736.39,368.2,308.9,61.41,1.0
cust_00002420,46,5,3634.22,726.84,580.79,44.07,2.6
cust_00002421,86,1,61.88,61.88,0.0,9.91,1.0
cust_00002422,4,4,1523.14,380.78,310.03,26.42,3.25
cust_00002423,49,15,24414.54,1627.64,1664.58,143.46,1.87
cust_00002424,12,2,1151.53,575.76,621.07,3.97,1.0
cust_00002425,121,4,2628.03,657.01,518.16,65.49,1.75
cust_00002426,115,3,752.37,250.79,151.4,39.31,3.0
cust_00002427,79,4,3122.28,780.57,632.6,108.42,1.0
cust_00002428,86,4,2518.94,629.74,517.23,96.18,1.25
cust_00002429,40,8,8529.4,1066.18,1192.32,78.97,1.88
cust_00002430,30,4,5416.05,1354.01,2270.49,129.3,1.5
cust_00002431,59,3,1222.77,407.59,227.46,23.8,2.33
cust_00002432,27,15,33058.53,2203.9,1225.45,258.28,1.93
cust_00002433,323,2,648.53,324.26,311.52,20.78,1.0
cust_00002434,84,3,718.04,239.35,147.21,23.28,3.0
cust_00002435,109,5,4842.51,968.5,285.52,102.39,2.2
cust_00002436,104,2,493.37,246.68,202.37,26.92,1.0
cust_00002437,51,4,1842.91,460.73,286.92,53.84,2.25
cust_00002438,41,8,8566.72,1070.84,981.38,105.83,1.88
cust_00002439,23,9,17969.44,1996.6,1116.36,203.4,1.89
cust_00002440,12,7,5260.73,751.53,747.69,47.87,2.14
cust_00002441,132,1,211.76,211.76,0.0,20.76,2.0
cust_00002442,13,3,311.85,103.95,86.1,13.99,1.33
cust_00002443,23,3,1680.3,560.1,542.22,30.57,2.33
cust_00002444,77,6,2942.31,490.38,652.83,41.66,2.33
cust_00002445,26,13,14746.94,1134.38,1184.77,94.95,2.54
cust_00002446,35,24,65469.77,2727.91,3713.78,353.91,1.96
cust_00002447,8,4,2748.56,687.14,340.51,84.73,1.75
cust_00002448,23,2,400.8,200.4,202.61,22.38,1.0
cust_00002449,78,2,453.85,226.92,106.13,3.04,1.0
cust_00002450,77,4,746.68,186.67,86.69,12.56,3.5
cust_00002451,100,3,434.98,144.99,38.81,21.02,1.67
cust_00002452,44,3,648.88,216.29,221.89,10.42,1.33
cust_00002453,15,18,35537.58,1974.31,1232.46,294.23,2.44
cust_00002454,38,2,412.45,206.23,34.54,24.43,3.0
cust_00002455,35,7,5446.8,778.11,425.35,79.55,3.0
cust_00002456,22,12,13788.31,1149.03,1144.35,88.12,2.67
cust_00002457,37,7,8139.91,1162.84,1049.57,122.1,2.14
cust_00002458,92,4,801.17,200.29,123.82,19.41,1.5
cust_00002459,35,8,5282.08,660.26,413.12,64.95,1.75
cust_00002460,97,6,4113.95,685.66,643.05,85.48,2.33
cust_00002461,5,12,11225.31,935.44,898.87,116.22,2.42
cust_00002462,50,4,3597.48,899.37,1141.17,127.84,2.25
cust_00002463,51,2,110.59,55.3,49.09,1.6,1.0
cust_00002464,76,3,427.12,142.37,67.1,16.29,2.67
cust_00002465,41,4,2221.83,555.46,538.43,52.94,2.75
cust_00002466,47,6,11022.4,1837.07,2861.6,104.33,1.83
cust_00002467,152,6,3284.67,547.45,277.36,44.14,1.33
cust_00002468,12,11,19856.3,1805.12,2318.47,260.86,1.91
cust_00002469,14,3,1003.25,334.42,59.59,22.29,1.33
cust_00002470,86,2,638.2,319.1,248.7,21.44,2.5
cust_00002471,167,2,971.22,485.61,190.11,47.12,1.5
cust_00002472,115,3,1850.19,616.73,323.06,55.08,1.67
cust_00002473,5,5,8328.07,1665.61,2468.11,161.37,2.6
cust_00002474,86,5,8216.38,1643.28,2247.18,125.18,4.0
cust_00002475,6,3,2027.65,675.88,502.76,94.09,1.67
cust_00002476,8,8,5587.37,698.42,531.89,39.58,2.12
cust_00002477,115,4,710.09,177.52,106.22,10.34,3.0
cust_00002478,9,7,7147.75,1021.11,1419.05,154.05,2.43
cust_00002479,8,5,3596.41,719.28,336.16,67.13,3.0
cust_00002480,107,9,10920.82,1213.42,812.1,93.27,2.67
cust_00002481,195,2,115.85,57.92,4.48,7.73,1.0
cust_00002482,41,3,2816.6,938.87,1433.54,61.65,2.67
cust_00002483,88,5,2571.35,514.27,477.6,70.58,2.8
cust_00002484,83,8,11837.51,1479.69,1267.11,172.4,2.75
cust_00002485,64,4,1690.41,422.6,407.95,25.66,2.0
cust_00002486,92,8,10465.14,1308.14,1655.03,106.09,1.38
cust_00002487,78,7,4468.85,638.41,875.24,41.77,2.29
cust_00002488,22,8,10054.09,1256.76,979.23,138.34,1.75
cust_00002489,39,6,5221.8,870.3,988.41,43.42,2.0
cust_00002490,60,3,1883.35,627.78,139.22,89.58,3.0
cust_00002491,11,3,753.25,251.08,146.46,22.64,3.0
cust_00002492,145,7,2959.18,422.74,458.0,32.83,2.43
cust_00002493,69,7,5152.82,736.12,494.2,89.62,2.57
cust_00002494,40,11,19445.03,1767.73,1259.0,163.12,2.64
cust_00002495,39,15,19814.56,1320.97,1344.32,189.61,2.07
cust_00002496,224,2,3880.65,1940.32,2271.25,289.86,2.5
cust_00002497,3,4,1268.22,317.06,184.73,24.23,2.25
cust_00002498,188,3,1144.95,381.65,323.77,54.24,1.33
cust_00002499,34,3,907.95,302.65,212.34,17.37,2.33
cust_00002500,88,2,426.06,213.03,96.7,34.15,3.0
cust_00002501,229,2,400.73,200.36,1.62,22.91,3.0
cust_00002502,9,19,47097.83,2478.83,2053.3,242.59,1.89
cust_00002503,21,9,11605.1,1289.46,840.38,130.73,2.78
cust_00002504,21,3,1318.15,439.38,218.61,32.5,2.67
cust_00002505,37,6,3197.04,532.84,360.74,41.21,2.5
cust_00002506,74,3,6360.19,2120.06,1772.74,218.05,1.33
cust_00002507,18,2,1411.28,705.64,950.22,107.14,2.0
cust_00002508,166,2,452.01,226.0,20.87,5.4,1.5
cust_00002509,52,5,13015.65,2603.13,1293.11,148.53,1.8
cust_00002510,270,1,125.97,125.97,0.0,22.87,1.0
cust_00002511,73,8,5648.56,706.07,675.3,88.6,2.25
cust_00002512,11,3,528.14,176.05,211.9,22.24,3.0
cust_00002513,55,14,30599.1,2185.65,2739.24,262.7,2.36
cust_00002514,13,4,867.67,216.92,181.61,16.16,1.5
cust_00002515,135,4,7297.21,1824.3,2632.7,157.75,2.0
cust_00002516,18,6,4783.38,797.23,904.05,110.66,2.0
cust_00002517,150,4,516.13,129.03,138.07,15.23,1.75
cust_00002518,50,2,393.33,196.67,216.01,30.8,3.0
cust_00002519,53,8,6761.02,845.13,720.92,74.62,2.25
cust_00002520,321,2,581.6,290.8,254.66,31.58,2.0
cust_00002521,11,12,12892.08,1074.34,892.52,124.32,1.75
cust_00002522,81,1,96.78,96.78,0.0,0.94,1.0
cust_00002523,118,4,7648.36,1912.09,3153.67,164.58,2.25
cust_00002524,102,4,2196.83,549.21,562.94,52.29,3.0
cust_00002525,6,18,53415.71,2967.54,2370.22,262.13,2.0
cust_00002526,141,3,4214.48,1404.83,2226.96,246.66,2.33
cust_00002527,8,22,85971.19,3907.78,4997.99,321.4,2.05
cust_00002528,4,24,49480.51,2061.69,1733.82,190.88,2.54
cust_00002529,47,3,765.09,255.03,77.45,7.88,1.33
cust_00002530,18,14,11886.27,849.02,465.36,83.99,2.0
cust_00002531,53,9,5792.5,643.61,415.1,89.26,3.11
cust_00002532,39,3,2430.23,810.08,534.1,90.05,2.67
cust_00002533,19,10,23287.16,2328.72,2313.45,169.02,2.1
cust_00002534,33,8,7768.14,971.02,1344.66,36.24,3.12
cust_00002535,35,10,14579.54,1457.95,1999.84,115.46,2.2
cust_00002536,33,2,986.04,493.02,266.71,77.67,1.5
cust_00002537,3,4,1181.37,295.34,185.43,23.39,1.5
cust_00002538,23,4,2469.59,617.4,603.64,60.46,3.25
cust_00002539,3,8,4372.99,546.62,372.47,49.98,1.75
cust_00002540,11,9,10245.8,1138.42,844.87,123.61,2.22
cust_00002541,42,11,13567.64,1233.42,680.45,120.12,2.0
cust_00002542,123,4,2681.71,670.43,617.93,89.11,1.75
cust_00002543,92,2,1285.32,642.66,621.43,91.3,1.5
cust_00002544,80,8,7871.62,983.95,1720.56,84.48,2.0
cust_00002545,20,4,5537.59,1384.4,1615.63,188.03,2.5
cust_00002546,1,10,13611.8,1361.18,1477.91,183.76,2.3
cust_00002547,33,2,1040.25,520.12,480.77,58.26,1.5
cust_00002548,86,2,1240.99,620.5,225.53,73.38,3.0
cust_00002549,11,4,2421.73,605.43,500.5,77.16,1.75
cust_00002550,206,1,130.82,130.82,0.0,19.37,1.0
cust_00002551,43,4,2274.66,568.66,297.7,46.88,2.0
cust_00002552,52,12,12882.06,1073.5,892.71,124.41,1.92
cust_00002553,8,8,8100.63,1012.58,874.06,131.42,2.0
cust_00002554,251,4,3780.4,945.1,1469.24,51.88,1.75
cust_00002555,196,2,518.21,259.1,70.49,16.55,1.0
cust_00002556,76,3,921.96,307.32,103.82,31.04,1.0
cust_00002557,53,2,494.22,247.11,290.89,34.51,2.5
cust_00002558,51,3,4546.0,1515.33,1181.75,170.99,2.0
cust_00002559,230,1,63.76,63.76,0.0,7.06,1.0
cust_00002560,32,4,1344.45,336.11,460.09,28.01,1.75
cust_00002561,21,3,2039.93,679.98,683.66,98.05,2.0
cust_00002562,51,5,4333.53,866.71,825.87,73.69,2.0
cust_00002563,21,2,192.35,96.18,21.53,4.05,2.5
cust_00002564,314,1,252.32,252.32,0.0,40.52,3.0
cust_00002565,9,8,3790.64,473.83,320.21,60.96,1.5
cust_00002566,74,4,1829.04,457.26,274.5,30.92,3.5
cust_00002567,199,3,533.66,177.89,164.33,26.78,1.67
cust_00002568,6,10,9979.17,997.92,362.4,118.69,1.5
cust_00002569,229,2,712.34,356.17,112.56,15.02,1.0
cust_00002570,21,14,23560.13,1682.87,2336.84,115.67,2.29
cust_00002571,65,3,237.98,79.33,37.94,10.47,3.33
cust_00002572,156,1,813.24,813.24,0.0,139.6,1.0
cust_00002573,31,13,17686.2,1360.48,1457.25,134.66,2.62
cust_00002574,20,14,12844.4,917.46,711.49,79.39,2.29
cust_00002575,37,4,1889.39,472.35,338.75,29.34,2.0
cust_00002576,36,6,2659.75,443.29,311.58,71.09,1.5
cust_00002577,1,17,52795.04,3105.59,2333.82,292.29,1.94
cust_00002578,22,4,924.8,231.2,178.42,30.88,3.5
cust_00002579,99,6,7885.92,1314.32,1270.1,168.95,1.83
cust_00002580,63,14,18484.92,1320.35,570.44,133.07,2.36
cust_00002581,146,1,363.36,363.36,0.0,27.62,1.0
cust_00002582,25,2,1285.34,642.67,824.27,10.34,2.5
cust_00002583,181,2,1448.72,724.36,410.45,42.37,2.5
cust_00002584,15,2,1743.75,871.88,709.74,39.69,1.0
cust_00002585,10,7,5640.34,805.76,778.89,57.45,1.57
cust_00002586,13,6,2456.6,409.43,290.22,31.4,1.67
cust_00002587,10,5,10791.35,2158.27,1780.5,295.1,1.8
cust_00002588,3,4,4536.36,1134.09,1318.19,95.55,2.25
cust_00002589,50,3,740.3,246.77,99.83,26.74,3.33
cust_00002590,16,2,1334.43,667.21,446.29,67.34,1.0
cust_00002591,192,3,1772.66,590.89,743.12,30.27,2.67
cust_00002592,120,4,494.27,123.57,98.65,16.65,1.5
cust_00002593,60,5,3183.37,636.67,488.64,73.71,2.6
cust_00002594,105,4,3104.73,776.18,660.15,59.24,1.5
cust_00002595,67,9,19252.13,2139.13,2825.64,87.43,1.89
cust_00002596,24,18,79792.58,4432.92,2579.46,380.95,2.72
cust_00002597,133,3,845.54,281.85,249.0,44.76,1.67
cust_00002598,14,6,5295.76,882.63,727.88,107.59,1.5
cust_00002599,73,3,2770.14,923.38,1428.99,125.3,1.67
cust_00002600,110,2,489.75,244.88,186.8,37.7,1.5
cust_00002601,26,8,6682.83,835.35,745.85,122.74,1.75
cust_00002602,125,4,1212.48,303.12,314.89,31.18,2.5
cust_00002603,218,2,208.37,104.18,26.44,5.46,2.5
cust_00002604,84,7,8740.7,1248.67,1090.3,138.33,2.14
cust_00002605,162,2,1282.62,641.31,432.37,60.13,3.5
cust_00002606,51,3,2204.64,734.88,235.94,73.47,2.33
cust_00002607,62,3,1514.3,504.77,276.74,42.12,2.33
cust_00002608,82,3,2045.23,681.74,682.36,89.78,1.33
cust_00002609,206,3,677.32,225.77,114.62,11.49,1.67
cust_00002610,264,2,116.29,58.14,43.24,3.92,2.0
cust_00002611,45,5,982.03,196.41,136.44,23.73,3.0
cust_00002612,13,15,38832.0,2588.8,2879.45,211.25,1.8
cust_00002613,37,7,9537.09,1362.44,2333.81,212.86,1.71
cust_00002614,73,5,7193.59,1438.72,1928.85,183.52,2.2
cust_00002615,3,2,279.0,139.5,15.94,11.82,4.5
cust_00002616,45,4,2800.81,700.2,967.74,80.28,2.5
cust_00002617,2,11,15385.97,1398.72,725.17,186.59,1.91
cust_00002618,4,15,17443.31,1162.89,1335.56,116.65,2.13
cust_00002619,1,8,12672.43,1584.05,1987.59,97.35,2.5
cust_00002620,33,4,3913.4,978.35,740.89,80.2,2.5
cust_00002621,17,3,545.61,181.87,112.18,17.88,1.33
cust_00002622,105,2,525.47,262.74,337.98,18.71,1.5
cust_00002623,231,1,23.62,23.62,0.0,0.98,1.0
cust_00002624,31,5,4480.12,896.02,949.67,100.94,1.8
cust_00002625,4,8,8511.11,1063.89,1448.06,136.44,1.5
cust_00002626,5,5,1608.89,321.78,163.43,28.16,2.2
cust_00002627,19,8,3486.28,435.78,352.13,50.45,1.75
cust_00002628,98,2,125.66,62.83,49.87,9.62,2.0
cust_00002629,98,3,828.64,276.21,186.95,34.63,3.0
cust_00002630,132,3,2299.01,766.34,931.62,23.79,1.33
cust_00002631,190,4,3386.32,846.58,805.9,33.9,2.25
cust_00002632,17,17,46382.87,2728.4,2440.19,325.84,2.06
cust_00002633,24,12,8446.01,703.83,319.53,55.08,1.83
cust_00002634,202,3,3285.89,1095.3,642.58,177.02,1.67
cust_00002635,141,2,618.82,309.41,205.24,46.02,3.0
cust_00002636,43,5,2967.39,593.48,347.92,73.85,1.8
cust_00002637,205,2,805.03,402.52,89.84,10.55,1.0
cust_00002638,21,1,50.48,50.48,0.0,7.1,2.0
cust_00002639,29,5,1784.33,356.87,156.58,36.09,2.4
cust_00002640,102,3,408.07,136.02,79.28,14.47,1.33
cust_00002641,22,7,3656.05,522.29,587.99,41.69,3.0
cust_00002642,22,3,3213.44,1071.15,849.09,134.48,1.33
cust_00002643,39,2,352.69,176.34,222.72,1.74,2.5
cust_00002644,31,3,1309.06,436.35,67.68,17.57,3.67
cust_00002645,49,4,5319.41,1329.85,1641.41,173.8,1.75
cust_00002646,54,5,3634.41,726.88,863.8,77.8,2.6
cust_00002647,43,10,14656.09,1465.61,1275.69,112.35,1.8
cust_00002648,50,7,4241.91,605.99,436.22,75.17,1.71
cust_00002649,17,4,1007.13,251.78,127.44,23.64,1.5
cust_00002650,157,3,2364.11,788.04,1205.59,149.18,1.67
cust_00002651,15,5,2887.36,577.47,678.73,61.58,2.0
cust_00002652,14,14,19889.97,1420.71,1142.33,167.17,2.07
cust_00002653,117,5,3813.3,762.66,529.66,70.14,1.6
cust_00002654,293,3,2178.56,726.19,652.65,62.17,3.0
cust_00002655,10,5,3250.03,650.01,365.2,72.38,2.4
cust_00002656,42,5,2572.81,514.56,293.36,63.63,2.4
cust_00002657,125,4,7729.97,1932.49,3529.81,374.02,2.0
cust_00002658,12,24,68377.04,2849.04,2404.37,325.4,1.71
cust_00002659,76,4,1653.57,413.39,415.2,48.73,2.0
cust_00002660,8,4,3335.75,833.94,1078.35,84.8,1.75
cust_00002661,4,7,3605.95,515.14,711.59,34.38,2.43
cust_00002662,2,3,1727.72,575.91,441.49,23.61,2.33
cust_00002663,148,3,4392.69,1464.23,2308.35,247.97,2.33
cust_00002664,35,4,4744.15,1186.04,1206.31,72.08,1.75
cust_00002665,9,5,1431.55,286.31,155.68,23.65,2.4
cust_00002666,85,6,4869.39,811.56,626.18,85.58,2.33
cust_00002667,100,3,408.9,136.3,71.99,21.93,1.33
cust_00002668,171,3,2629.39,876.46,214.5,116.92,2.0
cust_00002669,51,6,3727.15,621.19,645.52,63.02,2.5
cust_00002670,48,8,8656.43,1082.05,1013.1,64.14,1.75
cust_00002671,68,10,12973.09,1297.31,937.05,174.25,2.6
cust_00002672,1,10,10911.91,1091.19,1314.56,98.46,1.8
cust_00002673,37,2,565.58,282.79,70.3,23.14,1.5
cust_00002674,16,14,12755.8,911.13,635.25,73.91,2.36
cust_00002675,45,6,5339.17,889.86,654.46,112.3,1.33
cust_00002676,242,3,690.83,230.28,165.85,42.67,1.33
cust_00002677,57,4,1241.48,310.37,139.99,32.96,1.25
cust_00002678,88,2,95.43,47.72,1.2,3.99,4.0
cust_00002679,163,4,2657.1,664.28,510.78,89.46,1.75
cust_00002680,1,6,2830.26,471.71,309.64,63.33,2.17
cust_00002681,11,3,1118.03,372.68,240.28,36.18,3.0
cust_00002682,24,4,1052.25,263.06,160.49,38.22,1.75
cust_00002683,65,8,8390.05,1048.76,1036.31,100.46,1.88
cust_00002684,184,8,8110.88,1013.86,1021.39,126.71,2.12
cust_00002685,80,2,3105.03,1552.52,2084.49,184.96,1.5
cust_00002686,118,1,479.87,479.87,0.0,37.55,3.0
cust_00002687,11,3,785.32,261.77,73.08,18.08,2.33
cust_00002688,23,13,11640.07,895.39,517.38,62.05,2.38
cust_00002689,47,3,931.15,310.38,361.02,13.53,2.67
cust_00002690,64,4,2891.97,722.99,383.1,126.16,2.75
cust_00002691,34,3,1604.36,534.79,204.51,46.78,1.33
cust_00002692,34,2,4980.85,2490.43,2846.41,111.34,1.0
cust_00002693,62,2,2290.12,1145.06,1307.86,28.85,1.0
cust_00002694,47,3,1611.44,537.15,499.91,82.22,2.0
cust_00002695,162,4,3121.16,780.29,1031.54,30.0,2.0
cust_00002696,105,3,8611.77,2870.59,3728.39,427.05,2.67
cust_00002697,56,8,19453.09,2431.64,2936.07,264.82,2.38
cust_00002698,41,2,495.86,247.93,101.53,36.09,1.5
cust_00002699,59,2,203.17,101.58,8.39,10.9,4.0
cust_00002700,12,10,9218.62,921.86,831.47,107.12,1.4
cust_00002701,53,4,1787.39,446.85,260.55,40.3,1.75
cust_00002702,9,8,3923.25,490.41,286.33,27.28,2.5
cust_00002703,81,2,2994.05,1497.02,747.87,115.92,1.5
cust_00002704,54,2,2778.66,1389.33,1780.76,197.63,1.5
cust_00002705,17,12,12446.28,1037.19,805.2,124.21,2.25
cust_00002706,169,3,477.73,159.24,90.52,18.61,2.67
cust_00002707,24,9,11250.24,1250.03,1239.67,108.63,1.22
cust_00002708,30,3,3498.83,1166.28,1535.3,57.64,2.0
cust_00002709,38,3,847.14,282.38,58.61,17.38,3.33
cust_00002710,13,6,5658.91,943.15,783.66,123.2,1.5
cust_00002711,22,15,30595.24,2039.68,2958.02,123.17,1.33
cust_00002712,85,14,19676.43,1405.46,1481.66,197.94,1.71
cust_00002713,13,3,1008.85,336.28,88.51,45.64,2.33
cust_00002714,99,2,919.9,459.95,388.05,49.22,3.0
cust_00002715,53,11,16137.02,1467.0,1738.59,183.57,1.91
cust_00002716,47,9,11033.63,1225.96,931.02,139.71,1.89
cust_00002717,14,8,7758.39,969.8,304.65,60.29,1.5
cust_00002718,7,4,1711.62,427.9,349.28,17.81,3.25
cust_00002719,208,2,318.37,159.18,68.6,24.16,2.0
cust_00002720,21,14,16404.84,1171.77,1045.75,101.17,1.93
cust_00002721,3,3,1857.22,619.07,453.71,74.48,1.33
cust_00002722,39,11,11834.26,1075.84,654.7,111.93,2.27
cust_00002723,17,3,1923.42,641.14,399.89,81.0,2.33
cust_00002724,187,2,620.01,310.0,68.02,18.46,3.0
cust_00002725,37,3,319.02,106.34,67.0,4.72,1.0
cust_00002726,65,2,314.76,157.38,111.1,6.49,3.5
cust_00002727,72,3,1380.49,460.16,513.27,24.56,2.33
cust_00002728,74,2,200.12,100.06,63.19,13.71,1.0
cust_00002729,40,2,1922.04,961.02,1203.21,179.14,3.5
cust_00002730,50,7,3606.01,515.14,560.12,35.4,1.71
cust_00002731,16,6,3342.75,557.12,441.01,64.54,1.5
cust_00002732,75,6,4468.71,744.78,965.73,96.14,2.33
cust_00002733,23,2,1243.34,621.67,648.45,85.08,1.5
cust_00002734,8,14,16991.59,1213.68,1242.16,139.59,1.93
cust_00002735,6,8,1941.3,242.66,164.52,18.77,2.12
cust_00002736,12,4,653.37,163.34,75.48,10.99,1.5
cust_00002737,77,4,2661.95,665.49,447.5,38.82,2.5
cust_00002738,51,3,825.44,275.15,150.97,40.2,2.33
cust_00002739,71,3,1164.17,388.06,462.23,53.72,3.33
cust_00002740,76,4,2993.53,748.38,542.17,121.93,1.5
cust_00002741,67,4,1747.07,436.77,640.53,37.7,2.5
cust_00002742,83,3,273.92,91.31,41.0,10.32,3.0
cust_00002743,104,3,1633.17,544.39,162.76,27.2,2.67
cust_00002744,4,14,17407.82,1243.42,1148.61,81.23,2.29
cust_00002745,84,1,124.25,124.25,0.0,16.33,1.0
cust_00002746,69,5,2806.94,561.39,455.67,83.79,2.8
cust_00002747,30,15,12571.63,838.11,621.84,75.4,2.07
cust_00002748,3,4,2095.13,523.78,703.5,85.51,2.0
cust_00002749,16,13,17037.11,1310.55,1176.14,151.14,2.0
cust_00002750,60,6,5021.97,837.0,846.98,76.75,1.67
cust_00002751,13,16,49638.99,3102.44,2768.98,359.97,2.62
cust_00002752,27,15,16394.73,1092.98,1206.67,99.32,2.0
cust_00002753,5,12,21017.89,1751.49,1780.23,232.51,1.75
cust_00002754,91,9,7623.95,847.11,538.71,62.33,1.89
cust_00002755,243,2,1531.41,765.7,361.28,68.96,2.5
cust_00002756,124,1,921.36,921.36,0.0,78.76,5.0
cust_00002757,116,5,4173.05,834.61,1207.58,49.09,2.0
cust_00002758,18,3,691.22,230.41,39.68,16.07,1.0
cust_00002759,54,6,6451.26,1075.21,1604.94,84.0,1.67
cust_00002760,100,5,5970.87,1194.17,1880.89,166.99,3.2
cust_00002761,46,8,18629.94,2328.74,2711.82,341.64,1.38
cust_00002762,38,4,1870.65,467.66,304.8,51.89,3.75
cust_00002763,12,7,5337.49,762.5,609.9,35.11,2.14
cust_00002764,35,4,2553.48,638.37,475.04,72.02,2.75
cust_00002765,13,2,312.96,156.48,28.47,9.22,2.5
cust_00002766,27,2,415.95,207.98,22.58,25.34,1.5
cust_00002767,239,2,1046.58,523.29,421.32,23.9,2.5
cust_00002768,233,2,632.46,316.23,62.81,47.81,2.0
cust_00002769,19,8,5782.61,722.83,376.6,77.19,2.75
cust_00002770,88,8,8768.43,1096.05,1214.94,148.75,2.0
cust_00002771,12,4,3868.09,967.02,958.55,150.78,1.25
cust_00002772,167,3,2048.39,682.8,625.82,84.59,1.33
cust_00002773,13,10,20861.93,2086.19,1828.75,231.38,2.1
cust_00002774,52,6,4031.79,671.96,769.39,45.04,3.0
cust_00002775,273,2,665.22,332.61,267.99,38.94,1.0
cust_00002776,53,8,5079.64,634.95,512.0,57.87,2.38
cust_00002777,38,9,10434.14,1159.35,1413.34,126.44,1.78
cust_00002778,25,3,899.41,299.8,125.29,49.28,2.0
cust_00002779,2,3,632.58,210.86,249.05,23.51,2.0
cust_00002780,230,3,1375.52,458.51,130.06,66.77,1.33
cust_00002781,132,2,359.75,179.88,244.89,33.84,2.5
cust_00002782,160,3,3359.72,1119.91,1447.21,155.61,1.33
cust_00002783,93,8,5061.13,632.64,468.95,66.98,2.12
cust_00002784,78,6,4451.2,741.87,503.06,88.84,2.33
cust_00002785,9,2,664.0,332.0,291.55,31.14,2.0
cust_00002786,6,4,1658.78,414.7,289.19,17.14,2.5
cust_00002787,29,19,39593.81,2083.88,1316.07,158.16,1.68
cust_00002788,275,1,712.46,712.46,0.0,62.1,1.0
cust_00002789,159,3,2440.35,813.45,1117.85,139.07,1.67
cust_00002790,30,8,5014.65,626.83,470.86,60.46,2.25
cust_00002791,26,4,5404.62,1351.16,961.64,175.4,1.75
cust_00002792,1,8,7120.64,890.08,368.85,102.92,2.62
cust_00002793,301,2,245.04,122.52,12.28,8.37,1.0
cust_00002794,112,2,131.77,65.88,69.8,3.7,2.5
cust_00002795,6,5,2468.44,493.69,431.68,43.93,1.4
cust_00002796,209,1,24.43,24.43,0.0,3.24,3.0
cust_00002797,335,1,2593.96,2593.96,0.0,197.67,3.0
cust_00002798,160,4,1963.72,490.93,478.91,67.46,1.25
cust_00002799,100,2,504.84,252.42,62.82,21.14,1.0
cust_00002800,6,5,1444.61,288.92,113.89,27.78,2.2
cust_00002801,32,2,4516.69,2258.35,2211.88,316.92,2.5
cust_00002802,15,12,11932.99,994.42,665.03,66.17,1.92
cust_00002803,7,2,1352.34,676.17,858.4,26.47,2.0
cust_00002804,39,14,17063.79,1218.84,1052.51,104.96,2.14
cust_00002805,322,1,45.0,45.0,0.0,2.89,4.0
cust_00002806,114,3,649.9,216.63,221.23,35.94,2.0
cust_00002807,32,4,2998.73,749.68,516.35,66.69,2.0
cust_00002808,97,4,1430.54,357.64,488.34,13.56,1.75
cust_00002809,187,4,3171.77,792.94,628.33,51.72,1.75
cust_00002810,162,3,1760.65,586.88,330.45,66.43,2.33
cust_00002811,62,4,8014.32,2003.58,1913.15,299.21,2.5
cust_00002812,53,3,1171.24,390.41,402.01,62.91,2.0
cust_00002813,186,8,11585.9,1448.24,1084.05,129.94,2.62
cust_00002814,150,14,12359.45,882.82,815.27,95.93,2.29
cust_00002815,8,21,49998.16,2380.86,3036.79,178.95,2.05
cust_00002816,7,11,23628.17,2148.02,2012.48,241.5,1.91
cust_00002817,30,2,3851.65,1925.82,1856.8,95.14,2.0
cust_00002818,95,2,96.74,48.37,15.85,4.11,2.5
cust_00002819,131,6,6378.89,1063.15,322.96,100.29,2.17
cust_00002820,46,3,720.85,240.28,108.6,24.83,3.0
cust_00002821,51,12,11323.88,943.66,592.06,87.57,2.0
cust_00002822,191,4,3008.59,752.15,281.81,91.78,1.5
cust_00002823,60,9,10371.61,1152.4,1103.81,98.57,2.11
cust_00002824,135,2,702.2,351.1,375.76,9.28,2.5
cust_00002825,110,3,1175.75,391.92,337.76,34.59,1.33
cust_00002826,77,10,10980.32,1098.03,590.17,135.31,1.9
cust_00002827,212,3,2274.3,758.1,1140.3,29.33,1.67
cust_00002828,57,23,54882.59,2386.2,1932.26,172.67,1.65
cust_00002829,64,7,5752.01,821.72,409.81,92.34,2.71
cust_00002830,15,15,29208.56,1947.24,3518.48,174.48,2.07
cust_00002831,62,6,4499.46,749.91,546.82,75.41,2.17
cust_00002832,84,11,34626.99,3147.91,3719.67,205.22,1.55
cust_00002833,117,6,2162.07,360.34,396.16,26.39,2.5
cust_00002834,26,4,3491.93,872.98,657.85,51.66,2.5
cust_00002835,59,7,4805.91,686.56,871.3,49.14,2.57
cust_00002836,39,4,1275.69,318.92,311.99,36.02,1.25
